county,fips,state,lat,lng
Newton County,13217,Georgia,33.555,-83.8502
Ontario County,36069,New York,42.8528,-77.2998
Eaton County,26045,Michigan,42.5961,-84.8383
Hardin County,21093,Kentucky,37.6979,-85.9634
Craighead County,5031,Arkansas,35.8308,-90.6328
LaSalle County,17099,Illinois,41.344,-88.8859
Albemarle County,51003,Virginia,38.0229,-78.5567
Cowlitz County,53015,Washington,46.1932,-122.681
St. Lawrence County,36089,New York,44.4964,-75.069
Androscoggin County,23001,Maine,44.1658,-70.2065
Matanuska-Susitna Borough,2170,Alaska,62.3155,-149.5728
Vigo County,18167,Indiana,39.4306,-87.39
Bradley County,47011,Tennessee,35.1541,-84.8596
Sumter County,45085,South Carolina,33.9162,-80.3823
Hanover County,51085,Virginia,37.7601,-77.491
Bartow County,13015,Georgia,34.2377,-84.8403
Monongalia County,54061,West Virginia,39.6303,-80.0466
Yamhill County,41071,Oregon,45.2327,-123.3081
Miami County,39109,Ohio,40.0535,-84.2289
Warren County,34041,New Jersey,40.8572,-74.9973
Madison County,28089,Mississippi,32.6347,-90.0337
Houston County,1069,Alabama,31.1532,-85.3025
Macon County,17115,Illinois,39.86,-88.9615
Cass County,29037,Missouri,38.647,-94.3549
DeKalb County,17037,Illinois,41.8935,-88.7703
Highlands County,12055,Florida,27.3434,-81.341
Eau Claire County,55035,Wisconsin,44.7268,-91.286
Whitfield County,13313,Georgia,34.8056,-84.9672
Franklin County,29071,Missouri,38.4111,-91.075
Carver County,27019,Minnesota,44.8207,-93.8026
Bay County,26017,Michigan,43.7074,-83.9921
Walworth County,55127,Wisconsin,42.6685,-88.5419
Wicomico County,24045,Maryland,38.3733,-75.6208
Cecil County,24015,Maryland,39.5712,-75.9407
Platte County,29165,Missouri,39.3803,-94.7738
Allen County,39003,Ohio,40.7715,-84.1058
Etowah County,1055,Alabama,34.0453,-86.0348
Woodbury County,19193,Iowa,42.3897,-96.0448
Fond du Lac County,55039,Wisconsin,43.7536,-88.4882
Adams County,42001,Pennsylvania,39.8715,-77.2179
Columbiana County,39029,Ohio,40.7684,-80.7772
Craven County,37049,North Carolina,35.1249,-77.0939
Tompkins County,36109,New York,42.452,-76.4736
Flathead County,30029,Montana,48.2951,-114.0497
Rockwall County,48397,Texas,32.8978,-96.4079
Daviess County,21059,Kentucky,37.7318,-87.0873
Nevada County,6057,California,39.3013,-120.7688
Laramie County,56021,Wyoming,41.3071,-104.6896
Moore County,37125,North Carolina,35.3106,-79.4814
Roanoke City,51770,Virginia,37.2785,-79.9581
Garland County,5051,Arkansas,34.5767,-93.1504
Putnam County,36079,New York,41.4267,-73.7495
Montgomery County,51121,Virginia,37.1743,-80.3872
Fairbanks North Star Borough,2090,Alaska,64.8078,-146.5654
Lenawee County,26091,Michigan,41.8951,-84.0664
Sevier County,47155,Tennessee,35.7846,-83.5242
Lafourche Parish,22057,Louisiana,29.5661,-90.4256
Madison County,47113,Tennessee,35.6082,-88.8385
Floyd County,13115,Georgia,34.2632,-85.2143
Cleveland County,37045,North Carolina,35.3341,-81.5555
Ashtabula County,39007,Ohio,41.7074,-80.7483
Story County,19169,Iowa,42.0362,-93.465
Dubuque County,19061,Iowa,42.4688,-90.8825
Limestone County,1083,Alabama,34.8101,-86.9814
Grant County,53025,Washington,47.2057,-119.4517
Sutter County,6101,California,39.0346,-121.6948
Hunt County,48231,Texas,33.1236,-96.0855
Marshall County,1095,Alabama,34.367,-86.3066
Sherburne County,27141,Minnesota,45.4439,-93.7746
Steuben County,36101,New York,42.2678,-77.3838
Burleigh County,38015,North Dakota,46.9775,-100.4687
Lancaster County,45057,South Carolina,34.6867,-80.7054
Portsmouth City,51740,Virginia,36.8468,-76.354
Maury County,47119,Tennessee,35.6169,-87.077
Nash County,37127,North Carolina,35.9673,-77.9864
Roanoke County,51161,Virginia,37.2693,-80.068
Franklin County,53021,Washington,46.5347,-118.8989
Geauga County,39055,Ohio,41.4995,-81.1786
Bowie County,48037,Texas,33.4458,-94.4234
Campbell County,21037,Kentucky,38.9465,-84.3795
Pottawattamie County,19155,Iowa,41.3366,-95.5423
Cabell County,54011,West Virginia,38.4203,-82.2417
Walton County,13297,Georgia,33.7816,-83.7339
Lauderdale County,1077,Alabama,34.9014,-87.654
Cape May County,34009,New Jersey,39.1496,-74.8002
Grand Traverse County,26055,Michigan,44.6688,-85.5605
Benton County,41003,Oregon,44.4918,-123.4293
Tuscarawas County,39157,Ohio,40.4409,-81.4738
Calvert County,24009,Maryland,38.5434,-76.5687
Madison County,21151,Kentucky,37.7202,-84.278
Rogers County,40131,Oklahoma,36.3715,-95.6043
Victoria County,48469,Texas,28.7963,-96.9715
Suffolk City,51800,Virginia,36.6953,-76.6398
Northumberland County,42097,Pennsylvania,40.8519,-76.7095
Rockingham County,37157,North Carolina,36.396,-79.775
Dallas County,19049,Iowa,41.6849,-94.0398
Grafton County,33009,New Hampshire,43.9407,-71.8208
Rockdale County,13247,Georgia,33.6543,-84.0266
Burke County,37023,North Carolina,35.7496,-81.7048
Wayne County,36117,New York,43.1566,-77.0294
St. Croix County,55109,Wisconsin,45.034,-92.4526
Ozaukee County,55089,Wisconsin,43.384,-87.951
St. Clair County,1115,Alabama,33.7157,-86.3146
Dougherty County,13095,Georgia,31.5334,-84.2163
Frederick County,51069,Virginia,39.2046,-78.2626
Lapeer County,26087,Michigan,43.0901,-83.2218
Buchanan County,29021,Missouri,39.6598,-94.8059
Dodge County,55027,Wisconsin,43.4163,-88.7075
Christian County,29043,Missouri,36.9696,-93.1889
Angelina County,48005,Texas,31.2548,-94.6119
Mendocino County,6045,California,39.4402,-123.3915
Josephine County,41033,Oregon,42.3655,-123.5555
Orangeburg County,45075,South Carolina,33.439,-80.8003
Bastrop County,48021,Texas,30.1036,-97.312
Bannock County,16005,Idaho,42.6685,-112.2246
Twin Falls County,16083,Idaho,42.356,-114.6672
Liberty County,48291,Texas,30.1516,-94.8122
Lawrence County,42073,Pennsylvania,40.9912,-80.3347
Muskingum County,39119,Ohio,39.9654,-81.9444
Nassau County,12089,Florida,30.6107,-81.8016
Lee County,28081,Mississippi,34.2899,-88.6804
Crawford County,42039,Pennsylvania,41.6847,-80.1062
Glynn County,13127,Georgia,31.2309,-81.5407
Jefferson County,55055,Wisconsin,43.0208,-88.7759
Polk County,41053,Oregon,44.9035,-123.4132
Lincoln County,37109,North Carolina,35.4856,-81.2235
Indiana County,42063,Pennsylvania,40.652,-79.0876
Wood County,54107,West Virginia,39.2112,-81.515
Island County,53029,Washington,48.163,-122.5481
Chemung County,36015,New York,42.1412,-76.76
Orange County,48361,Texas,30.1213,-93.8939
Midland County,26111,Michigan,43.6468,-84.3881
Cullman County,1043,Alabama,34.1319,-86.8676
Bartholomew County,18005,Indiana,39.206,-85.8976
St. Landry Parish,22097,Louisiana,30.5989,-92.0058
Newport County,44005,Rhode Island,41.5566,-71.2365
Howard County,18067,Indiana,40.4836,-86.1169
Caldwell County,37027,North Carolina,35.953,-81.5464
Henderson County,48213,Texas,32.2119,-95.8536
Payne County,40119,Oklahoma,36.0773,-96.9756
Wilson County,37195,North Carolina,35.7051,-77.9187
Cascade County,30013,Montana,47.308,-111.347
Elmore County,1051,Alabama,32.5966,-86.1491
Leavenworth County,20103,Kansas,39.1993,-95.038
Barrow County,13013,Georgia,33.9932,-83.7127
Rockingham County,51165,Virginia,38.512,-78.8758
Lynchburg City,51680,Virginia,37.4003,-79.1909
Bullitt County,21029,Kentucky,37.9701,-85.6959
Clinton County,36019,New York,44.7462,-73.6782
Wagoner County,40145,Oklahoma,35.9611,-95.5212
Talladega County,1121,Alabama,33.3801,-86.1659
Natrona County,56025,Wyoming,42.9622,-106.7985
Clearfield County,42033,Pennsylvania,41,-78.4742
Lewis County,53041,Washington,46.5778,-122.3927
Kosciusko County,18085,Indiana,41.2441,-85.8607
Manitowoc County,55071,Wisconsin,44.1199,-87.8097
Bedford County,51019,Virginia,37.3152,-79.5242
Clinton County,26037,Michigan,42.9437,-84.6015
Cape Girardeau County,29031,Missouri,37.384,-89.6844
White County,5145,Arkansas,35.2563,-91.7456
Putnam County,47141,Tennessee,36.1408,-85.4952
Oconee County,45073,South Carolina,34.7535,-83.0659
Floyd County,18043,Indiana,38.3188,-85.907
Bulloch County,13031,Georgia,32.3968,-81.7432
Yuba County,6115,California,39.269,-121.3513
Umatilla County,41059,Oregon,45.5919,-118.7369
Cayuga County,36011,New York,42.9175,-76.5545
Ross County,39141,Ohio,39.3376,-83.057
Cattaraugus County,36009,New York,42.2486,-78.6788
Vermilion County,17183,Illinois,40.1834,-87.7328
Chelan County,53007,Washington,47.8692,-120.619
Cole County,29051,Missouri,38.5054,-92.2816
Hancock County,18059,Indiana,39.8236,-85.7732
Valencia County,35061,New Mexico,34.7155,-106.809
Anderson County,47001,Tennessee,36.1185,-84.1985
Clallam County,53009,Washington,48.0493,-123.928
Cheshire County,33005,New Hampshire,42.9194,-72.2512
James City County,51095,Virginia,37.3288,-76.7789
Hancock County,39063,Ohio,41.0019,-83.6665
Augusta County,51015,Virginia,38.1644,-79.1339
Coryell County,48099,Texas,31.3909,-97.7992
Lauderdale County,28075,Mississippi,32.4043,-88.6626
Scioto County,39145,Ohio,38.8039,-82.9929
Van Buren County,26159,Michigan,42.2513,-86.0189
Sullivan County,36105,New York,41.7164,-74.7681
Forrest County,28035,Mississippi,31.1889,-89.2579
Monroe County,12087,Florida,25.3185,-81.1087
Raleigh County,54081,West Virginia,37.7714,-81.2487
Erie County,39043,Ohio,41.3641,-82.6194
Riley County,20161,Kansas,39.2966,-96.7352
Somerset County,42111,Pennsylvania,39.9725,-79.0283
Putnam County,12107,Florida,29.6086,-81.7443
Grays Harbor County,53027,Washington,47.1502,-123.7736
Lonoke County,5085,Arkansas,34.7543,-91.8888
Wood County,55141,Wisconsin,44.4553,-90.0416
Chatham County,37037,North Carolina,35.7026,-79.2553
Pottawatomie County,40125,Oklahoma,35.2066,-96.9484
Walker County,48471,Texas,30.739,-95.5723
McKinley County,35031,New Mexico,35.5807,-108.2618
Kauai County,15007,Hawaii,22.0398,-159.5966
Surry County,37171,North Carolina,36.4146,-80.688
Apache County,4001,Arizona,35.3955,-109.4888
Creek County,40037,Oklahoma,35.9026,-96.3708
Christian County,21047,Kentucky,36.8942,-87.4904
DeKalb County,1049,Alabama,34.4598,-85.8041
Walton County,12131,Florida,30.6436,-86.1696
Allegany County,24001,Maryland,39.6215,-78.6976
Madison County,36053,New York,42.9128,-75.6697
Robertson County,47147,Tennessee,36.5255,-86.8706
Columbia County,12023,Florida,30.2242,-82.6215
Portage County,55097,Wisconsin,44.476,-89.5014
Iberia Parish,22045,Louisiana,29.8965,-91.7301
Greenwood County,45047,South Carolina,34.1537,-82.1259
Franklin County,25011,Massachusetts,42.5831,-72.5918
Jackson County,13157,Georgia,34.1339,-83.5664
Isabella County,26073,Michigan,43.6406,-84.8468
Lea County,35025,New Mexico,32.7921,-103.4125
Fauquier County,51061,Virginia,38.7387,-77.8092
Grand Forks County,38035,North Dakota,47.9219,-97.4569
Morgan County,18109,Indiana,39.4815,-86.4462
Troup County,13285,Georgia,33.0335,-85.0283
Tooele County,49045,Utah,40.4488,-113.1311
Broomfield County,8014,Colorado,39.9542,-105.0526
Walker County,13295,Georgia,34.7356,-85.301
Carteret County,37031,North Carolina,34.8357,-76.6589
Greene County,47059,Tennessee,36.1753,-82.8458
Ward County,38101,North Dakota,48.2217,-101.5418
Lewis and Clark County,30049,Montana,47.1224,-112.3905
Muskogee County,40101,Oklahoma,35.6161,-95.3795
York County,51199,Virginia,37.2431,-76.5635
Wilkes County,37193,North Carolina,36.2062,-81.163
Jones County,28067,Mississippi,31.6226,-89.1688
Shiawassee County,26155,Michigan,42.9537,-84.1467
Jefferson County,5069,Arkansas,34.2683,-91.9304
Franklin County,37069,North Carolina,36.0828,-78.2857
Wise County,48497,Texas,33.2159,-97.6545
Harrison County,54033,West Virginia,39.2835,-80.3798
Klamath County,41035,Oregon,42.6863,-121.6501
Aroostook County,23003,Maine,46.6589,-68.5989
Belmont County,39013,Ohio,40.0158,-80.9884
Blue Earth County,27013,Minnesota,44.0346,-94.067
Catoosa County,13047,Georgia,34.9036,-85.1382
Laurens County,45059,South Carolina,34.4834,-82.0057
San Patricio County,48409,Texas,28.0092,-97.5188
Williamson County,17199,Illinois,37.7303,-88.9299
Butler County,20015,Kansas,37.7813,-96.8391
Boone County,18011,Indiana,40.0508,-86.4687
Darlington County,45031,South Carolina,34.3325,-79.9577
Otero County,35035,New Mexico,32.6132,-105.7414
Rutherford County,37161,North Carolina,35.4026,-81.9198
St. Francois County,29187,Missouri,37.8103,-90.4723
Rice County,27131,Minnesota,44.3543,-93.2967
Harrison County,48203,Texas,32.5481,-94.3715
Oldham County,21185,Kentucky,38.3994,-85.4483
Marquette County,26103,Michigan,46.4313,-87.6416
Wayne County,18177,Indiana,39.8644,-85.0099
Grant County,18053,Indiana,40.5158,-85.6547
Spalding County,13255,Georgia,33.2609,-84.2841
Athens County,39009,Ohio,39.3339,-82.0452
Jefferson County,39081,Ohio,40.385,-80.761
Kershaw County,45055,South Carolina,34.3388,-80.5902
Adams County,17001,Illinois,39.9879,-91.1886
McCracken County,21145,Kentucky,37.054,-88.7128
Columbia County,42037,Pennsylvania,41.0486,-76.4052
Armstrong County,42005,Pennsylvania,40.8121,-79.4646
Mason County,53045,Washington,47.3484,-123.1928
Marion County,39101,Ohio,40.5872,-83.1609
Nacogdoches County,48347,Texas,31.616,-94.6159
Chaves County,35005,New Mexico,33.3633,-104.4669
Pulaski County,21199,Kentucky,37.1039,-84.5772
Crow Wing County,27035,Minnesota,46.4824,-94.0709
Hamblen County,47063,Tennessee,36.2171,-83.2667
Ionia County,26067,Michigan,42.9451,-85.0746
Lake County,6033,California,39.0996,-122.7532
Warren County,36113,New York,43.561,-73.846
Tehama County,6103,California,40.1257,-122.234
Coos County,41011,Oregon,43.1742,-124.0594
Chippewa County,55017,Wisconsin,45.0694,-91.2799
Sauk County,55111,Wisconsin,43.4267,-89.9482
Starr County,48427,Texas,26.5622,-98.7384
Clay County,27027,Minnesota,46.8923,-96.4907
Carbon County,42025,Pennsylvania,40.9182,-75.7088
Pope County,5115,Arkansas,35.4478,-93.0345
Walker County,1127,Alabama,33.8033,-87.2974
Montcalm County,26117,Michigan,43.3109,-85.1525
Sampson County,37163,North Carolina,34.9916,-78.3714
Livingston County,36051,New York,42.7281,-77.7755
Crawford County,5033,Arkansas,35.588,-94.2429
Salem County,34033,New Jersey,39.5876,-75.3491
Lamar County,28073,Mississippi,31.206,-89.5087
Warrick County,18173,Indiana,38.0922,-87.2721
Reno County,20155,Kansas,37.9529,-98.086
Acadia Parish,22001,Louisiana,30.2906,-92.412
Effingham County,13103,Georgia,32.3673,-81.3414
Georgetown County,45043,South Carolina,33.4343,-79.3324
Stanly County,37167,North Carolina,35.3119,-80.251
Liberty County,13179,Georgia,31.8282,-81.4949
Pender County,37141,North Carolina,34.5248,-77.9051
Haywood County,37087,North Carolina,35.556,-82.9822
Knox County,39083,Ohio,40.3988,-82.4215
Herkimer County,36043,New York,43.4197,-74.9625
Tipton County,47167,Tennessee,35.4973,-89.7566
Garfield County,40047,Oklahoma,36.3791,-97.7827
San Benito County,6069,California,36.6057,-121.075
Hall County,31079,Nebraska,40.8726,-98.5022
Washington County,36115,New York,43.3137,-73.4308
Belknap County,33001,New Hampshire,43.5179,-71.4227
Lee County,37105,North Carolina,35.4752,-79.1715
Barry County,26015,Michigan,42.595,-85.309
Pittsylvania County,51143,Virginia,36.8213,-79.3971
St. Joseph County,26149,Michigan,41.9144,-85.5278
Walla Walla County,53071,Washington,46.2298,-118.4784
Bradford County,42015,Pennsylvania,41.7887,-76.5154
Laurel County,21125,Kentucky,37.1107,-84.1178
Washington County,39167,Ohio,39.4553,-81.4953
Hood County,48221,Texas,32.4299,-97.8323
Cumberland County,47035,Tennessee,35.9504,-84.9984
Columbia County,36021,New York,42.2501,-73.6318
Lawrence County,39087,Ohio,38.5984,-82.5368
Granville County,37077,North Carolina,36.304,-78.6527
Vermilion Parish,22113,Louisiana,29.8466,-92.3237
Garfield County,8045,Colorado,39.5993,-107.904
Otsego County,36077,New York,42.6337,-75.0326
Mercer County,54055,West Virginia,37.4055,-81.1114
Duplin County,37061,North Carolina,34.9365,-77.933
Lowndes County,28087,Mississippi,33.4729,-88.4433
Lincoln County,46083,South Dakota,43.2789,-96.7218
Kenai Peninsula Borough,2122,Alaska,60.2654,-151.5652
Sandusky County,39143,Ohio,41.3562,-83.1464
Pike County,21195,Kentucky,37.4691,-82.3958
Rutland County,50021,Vermont,43.5802,-73.0366
Otter Tail County,27111,Minnesota,46.4088,-95.708
Washington County,50023,Vermont,44.2734,-72.6148
Newton County,29145,Missouri,36.9055,-94.3393
Huron County,39077,Ohio,41.1463,-82.598
Pickaway County,39129,Ohio,39.6419,-83.0244
Maverick County,48323,Texas,28.7426,-100.3145
Russell County,1113,Alabama,32.2884,-85.1849
Anderson County,48001,Texas,31.8133,-95.6525
Union County,39159,Ohio,40.2994,-83.3716
Eddy County,35015,New Mexico,32.4715,-104.3044
Gordon County,13129,Georgia,34.5032,-84.8759
Blount County,1009,Alabama,33.9809,-86.5674
Oxford County,23017,Maine,44.4998,-70.7566
Lincoln County,29113,Missouri,39.058,-90.96
Genesee County,36037,New York,43.0009,-78.1937
Jackson County,17077,Illinois,37.7851,-89.3821
Hardin County,48199,Texas,30.3324,-94.3902
Columbia County,55021,Wisconsin,43.4666,-89.3337
Cherokee County,45021,South Carolina,35.0481,-81.6206
Jefferson County,54037,West Virginia,39.3076,-77.8628
Hawkins County,47073,Tennessee,36.4412,-82.9447
Putnam County,54079,West Virginia,38.5086,-81.909
Carter County,47019,Tennessee,36.2928,-82.1275
Lenoir County,37107,North Carolina,35.2388,-77.6412
Marion County,54049,West Virginia,39.51,-80.2434
Franklin County,51067,Virginia,36.992,-79.881
La Plata County,8067,Colorado,37.2866,-107.8433
Coffee County,47031,Tennessee,35.4906,-86.0748
Van Zandt County,48467,Texas,32.5637,-95.8365
Scott County,21209,Kentucky,38.2915,-84.5839
Chisago County,27025,Minnesota,45.5025,-92.9084
Watauga County,37189,North Carolina,36.2311,-81.6964
Lyon County,32019,Nevada,39.0206,-119.189
Pike County,42103,Pennsylvania,41.332,-75.0338
Columbus County,37047,North Carolina,34.2656,-78.655
Autauga County,1001,Alabama,32.5349,-86.6427
Whiteside County,17195,Illinois,41.7563,-89.9141
Taney County,29213,Missouri,36.6548,-93.0412
Pearl River County,28109,Mississippi,30.7688,-89.5896
Campbell County,51031,Virginia,37.2054,-79.0965
Grady County,40051,Oklahoma,35.0169,-97.8841
Seneca County,39147,Ohio,41.1239,-83.1277
Carson City,32510,Nevada,39.1511,-119.7476
Windsor County,50027,Vermont,43.5799,-72.5863
Eagle County,8037,Colorado,39.6278,-106.6953
Colbert County,1033,Alabama,34.7005,-87.805
Box Elder County,49003,Utah,41.521,-113.0821
Hancock County,23009,Maine,44.6643,-68.3585
Hoke County,37093,North Carolina,35.0175,-79.2373
Saline County,20169,Kansas,38.7838,-97.65
Jefferson County,47089,Tennessee,36.051,-83.4463
Tuolumne County,6109,California,38.0276,-119.9548
Lafayette County,28071,Mississippi,34.3568,-89.485
Washington County,51191,Virginia,36.7244,-81.9598
Rusk County,48401,Texas,32.1077,-94.7618
Camden County,13039,Georgia,30.9306,-81.6699
Johnson County,29101,Missouri,38.7441,-93.8064
Gila County,4007,Arizona,33.7997,-110.8116
Waller County,48473,Texas,30.0108,-95.9876
St. Martin Parish,22099,Louisiana,30.1291,-91.6082
Harrisonburg City,51660,Virginia,38.4362,-78.8735
Ashland County,39005,Ohio,40.846,-82.2707
Jessamine County,21113,Kentucky,37.8721,-84.5809
Fulton County,36035,New York,43.1138,-74.4222
McMinn County,47107,Tennessee,35.4247,-84.6175
Roane County,47145,Tennessee,35.8479,-84.5232
Boone County,17007,Illinois,42.3231,-88.8234
Dickson County,47043,Tennessee,36.149,-87.3567
Loudon County,47105,Tennessee,35.7348,-84.3119
Iron County,49021,Utah,37.8592,-113.2895
St. Charles Parish,22089,Louisiana,29.9055,-90.3582
Tuscola County,26157,Michigan,43.4641,-83.4167
Elko County,32007,Nevada,41.1458,-115.3577
Pulaski County,29169,Missouri,37.8246,-92.2077
Cherokee County,48073,Texas,31.837,-95.1652
Coffee County,1031,Alabama,31.4026,-85.9882
Kerr County,48265,Texas,30.0615,-99.35
Columbia County,41009,Oregon,45.9438,-123.0883
Edgecombe County,37065,North Carolina,35.9129,-77.5971
Washington County,40147,Oklahoma,36.7152,-95.9044
Worcester County,24047,Maryland,38.2128,-75.334
Culpeper County,51047,Virginia,38.486,-77.9558
Jackson County,1071,Alabama,34.7795,-85.9993
Cass County,26027,Michigan,41.9154,-85.9935
Grant County,55043,Wisconsin,42.8675,-90.7062
Darke County,39037,Ohio,40.1333,-84.6194
Venango County,42121,Pennsylvania,41.401,-79.758
Wayne County,42127,Pennsylvania,41.6487,-75.3033
Coles County,17029,Illinois,39.5203,-88.2218
Henry County,51089,Virginia,36.6828,-79.874
Waupaca County,55135,Wisconsin,44.4705,-88.9648
Medina County,48325,Texas,29.3557,-99.1101
Warren County,19181,Iowa,41.3344,-93.5614
Grundy County,17063,Illinois,41.2851,-88.4185
Ogle County,17141,Illinois,42.0426,-89.3207
Winona County,27169,Minnesota,43.9868,-91.7792
Franklin County,21073,Kentucky,38.2392,-84.8771
Halifax County,37083,North Carolina,36.2574,-77.6517
Somerset County,23025,Maine,45.5139,-69.9589
Franklin County,36033,New York,44.5929,-74.3038
Atascosa County,48013,Texas,28.8935,-98.5272
Queen Anne's County,24035,Maryland,39.0673,-76.0208
Polk County,48373,Texas,30.7927,-94.83
Wilson County,48493,Texas,29.174,-98.0866
Knox County,17095,Illinois,40.9318,-90.2132
St. Mary Parish,22101,Louisiana,29.7206,-91.4485
Calumet County,55015,Wisconsin,44.0816,-88.2181
Le Flore County,40079,Oklahoma,34.9003,-94.7034
Lamar County,48277,Texas,33.6673,-95.5712
Dearborn County,18029,Indiana,39.1452,-84.9732
Buffalo County,31019,Nebraska,40.8552,-99.075
Oktibbeha County,28105,Mississippi,33.4249,-88.8793
Whitman County,53075,Washington,46.9012,-117.523
Curry County,35009,New Mexico,34.5742,-103.347
Navarro County,48349,Texas,32.0469,-96.4725
Lincoln County,41041,Oregon,44.642,-123.8682
Vernon Parish,22115,Louisiana,31.1083,-93.1843
Montgomery County,36057,New York,42.9023,-74.4397
Dale County,1045,Alabama,31.4318,-85.611
Franklin County,50011,Vermont,44.8578,-72.913
Gibson County,47053,Tennessee,35.9966,-88.9326
Henry County,17073,Illinois,41.3531,-90.1314
Val Verde County,48465,Texas,29.893,-101.1517
Bedford County,47003,Tennessee,35.5138,-86.4589
Cherokee County,40021,Oklahoma,35.9067,-94.9997
Newaygo County,26123,Michigan,43.5542,-85.8009
Bristol County,44001,Rhode Island,41.7173,-71.284
Shelby County,39149,Ohio,40.3315,-84.2047
Douglas County,32005,Nevada,38.9123,-119.6162
Carroll County,33003,New Hampshire,43.8738,-71.2031
Tioga County,36107,New York,42.1703,-76.3063
Crittenden County,5035,Arkansas,35.2057,-90.3078
Carter County,40019,Oklahoma,34.2509,-97.2858
Henry County,18065,Indiana,39.931,-85.3964
Bedford County,42009,Pennsylvania,40.0065,-78.4903
Shelby County,21211,Kentucky,38.2154,-85.1948
Fremont County,8043,Colorado,38.4731,-105.4395
Noble County,18113,Indiana,41.3986,-85.4175
Cortland County,36023,New York,42.595,-76.0703
Burnet County,48053,Texas,30.7884,-98.1823
Chenango County,36017,New York,42.4935,-75.6116
Jackson County,12063,Florida,30.7954,-85.2155
Laurens County,13175,Georgia,32.4636,-82.9222
Logan County,40083,Oklahoma,35.9193,-97.4433
Boyd County,21019,Kentucky,38.3596,-82.6877
Hancock County,28045,Mississippi,30.416,-89.4885
Greene County,36039,New York,42.2765,-74.1227
Bryan County,40013,Oklahoma,33.9623,-96.2598
Charlottesville City,51540,Virginia,38.0375,-78.4855
Beaufort County,37013,North Carolina,35.494,-76.8598
Lincoln Parish,22061,Louisiana,32.6016,-92.6649
Kittitas County,53037,Washington,47.1243,-120.6797
Osage County,40113,Oklahoma,36.6292,-96.3985
Campbell County,56005,Wyoming,44.2483,-105.5483
Beltrami County,27007,Minnesota,47.9738,-94.9377
Clinton County,19045,Iowa,41.898,-90.532
St. Bernard Parish,22087,Louisiana,29.8692,-89.5552
Santa Cruz County,4023,Arizona,31.526,-110.8466
Monroe County,47123,Tennessee,35.4426,-84.2527
Marshall County,18099,Indiana,41.3248,-86.2618
Goodhue County,27049,Minnesota,44.4097,-92.7229
Washington Parish,22117,Louisiana,30.8533,-90.0405
Allegany County,36003,New York,42.2574,-78.0276
Bingham County,16011,Idaho,43.2166,-112.3981
Mifflin County,42087,Pennsylvania,40.6104,-77.617
Monroe County,55081,Wisconsin,43.9457,-90.6178
Perry County,42099,Pennsylvania,40.3984,-77.2623
Warren County,28149,Mississippi,32.3572,-90.852
Nelson County,21179,Kentucky,37.8051,-85.466
Chesterfield County,45025,South Carolina,34.6398,-80.1587
Calaveras County,6009,California,38.2046,-120.5541
Camden County,29029,Missouri,38.027,-92.766
Gadsden County,12039,Florida,30.5795,-84.6136
Auglaize County,39011,Ohio,40.5609,-84.2218
Hillsdale County,26059,Michigan,41.8878,-84.5929
Stokes County,37169,North Carolina,36.4019,-80.2397
Lawrence County,18093,Indiana,38.8412,-86.4834
Henderson County,21101,Kentucky,37.7958,-87.573
Nye County,32023,Nevada,38.0424,-116.472
Colquitt County,13071,Georgia,31.1884,-83.7688
Kendall County,48259,Texas,29.9447,-98.7115
McDowell County,37111,North Carolina,35.6817,-82.0493
Logan County,39091,Ohio,40.3885,-83.7658
Macoupin County,17117,Illinois,39.261,-89.9245
Stevens County,53065,Washington,48.3991,-117.8552
Habersham County,13137,Georgia,34.631,-83.5311
Greene County,5055,Arkansas,36.1176,-90.559
Barron County,55005,Wisconsin,45.4237,-91.8483
Itasca County,27061,Minnesota,47.5095,-93.6319
Huntingdon County,42061,Pennsylvania,40.4169,-77.9812
Washington County,28151,Mississippi,33.2838,-90.9474
Baldwin County,13009,Georgia,33.0693,-83.2496
Wood County,48499,Texas,32.7864,-95.3821
Hopkins County,21107,Kentucky,37.3088,-87.5408
Dunn County,55033,Wisconsin,44.9466,-91.8964
Callaway County,29027,Missouri,38.8355,-91.926
Union County,42119,Pennsylvania,40.963,-77.0622
Richmond County,37153,North Carolina,35.006,-79.7479
Bonner County,16017,Idaho,48.3,-116.6011
Stephenson County,17177,Illinois,42.3518,-89.6623
Delaware County,36025,New York,42.1981,-74.9665
Vance County,37181,North Carolina,36.3649,-78.4079
Phelps County,29161,Missouri,37.8771,-91.7923
Shelby County,18145,Indiana,39.5237,-85.7917
Thomas County,13275,Georgia,30.8637,-83.9193
Suwannee County,12121,Florida,30.1956,-82.9915
Madison County,39097,Ohio,39.894,-83.4002
Chilton County,1021,Alabama,32.8479,-86.7188
Jackson County,18071,Indiana,38.9064,-86.0375
Kay County,40071,Oklahoma,36.818,-97.1439
Barren County,21009,Kentucky,36.9656,-85.9337
Pittsburg County,40121,Oklahoma,34.9239,-95.7484
Holmes County,39075,Ohio,40.5612,-81.9293
Lawrence County,47099,Tennessee,35.2173,-87.3956
Jefferson County,42065,Pennsylvania,41.1282,-78.9994
Polk County,55095,Wisconsin,45.4614,-92.4413
Siskiyou County,6093,California,41.5927,-122.5404
Miller County,5091,Arkansas,33.3124,-93.8921
Brown County,39015,Ohio,38.9338,-83.8673
Douglas County,55031,Wisconsin,46.4329,-91.9161
Mecosta County,26107,Michigan,43.6408,-85.3246
