April 2022 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 128 Years
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-003,"Adams County",35.9,6,-4.9,40.8
ID-005,"Bannock County",39.5,26,-2.8,42.3
ID-007,"Bear Lake County",35.6,32,-1.9,37.5
ID-009,"Benewah County",39.3,9,-4.1,43.4
ID-011,"Bingham County",39.1,12,-3.7,42.8
ID-013,"Blaine County",35.6,11,-4.0,39.6
ID-015,"Boise County",35.9,9,-4.6,40.5
ID-017,"Bonner County",37.5,6,-4.4,41.9
ID-019,"Bonneville County",36.4,20,-3.1,39.5
ID-021,"Boundary County",34.6,2,-4.8,39.4
ID-023,"Butte County",35.8,12,-4.2,40
ID-025,"Camas County",34.3,13,-4.0,38.3
ID-027,"Canyon County",46.6,7,-4.5,51.1
ID-029,"Caribou County",35.8,23,-3.0,38.8
ID-031,"Cassia County",39.9,21,-2.8,42.7
ID-033,"Clark County",34.5,20,-3.2,37.7
ID-035,"Clearwater County",36.8,5,-4.6,41.4
ID-037,"Custer County",30.7,9,-4.4,35.1
ID-039,"Elmore County",40.6,14,-3.6,44.2
ID-041,"Franklin County",39.2,31,-2.1,41.3
ID-043,"Fremont County",34.3,22,-3.1,37.4
ID-045,"Gem County",42.6,5,-4.8,47.4
ID-047,"Gooding County",42.3,12,-4.2,46.5
ID-049,"Idaho County",34.2,5,-4.8,39
ID-051,"Jefferson County",39.6,22,-3.0,42.6
ID-053,"Jerome County",42.4,13,-4.0,46.4
ID-055,"Kootenai County",39.6,9,-3.8,43.4
ID-057,"Latah County",39.9,9,-4.1,44
ID-059,"Lemhi County",31.8,6,-4.9,36.7
ID-061,"Lewis County",38.8,9,-4.3,43.1
ID-063,"Lincoln County",40.4,12,-4.0,44.4
ID-065,"Madison County",38.6,30,-2.2,40.8
ID-067,"Minidoka County",41.1,20,-3.1,44.2
ID-069,"Nez Perce County",42.5,10,-4.2,46.7
ID-071,"Oneida County",39.9,23,-2.9,42.8
ID-073,"Owyhee County",41.2,17,-3.2,44.4
ID-075,"Payette County",45.9,8,-4.3,50.2
ID-077,"Power County",39.4,15,-3.7,43.1
ID-079,"Shoshone County",35.3,6,-4.8,40.1
ID-081,"Teton County",34.0,23,-2.9,36.9
ID-083,"Twin Falls County",41.4,18,-3.3,44.7
ID-085,"Valley County",31.5,10,-4.5,36
ID-087,"Washington County",41.2,6,-4.7,45.9
IL-001,"Adams County",49.6,21,-2.8,52.4
IL-003,"Alexander County",56.3,51,-0.6,56.9
IL-005,"Bond County",52.5,44,-1.2,53.7
IL-007,"Boone County",44.7,29,-2.3,47
IL-009,"Brown County",49.2,19,-2.9,52.1
IL-011,"Bureau County",45.9,17,-3.1,49
IL-013,"Calhoun County",52.6,42,-1.3,53.9
IL-015,"Carroll County",44.8,20,-2.8,47.6
IL-017,"Cass County",49.9,25,-2.5,52.4
IL-019,"Champaign County",49.2,39,-1.3,50.5
IL-021,"Christian County",50.7,34,-1.5,52.2
IL-023,"Clark County",51.7,45,-0.7,52.4
IL-025,"Clay County",53.0,45,-0.7,53.7
IL-027,"Clinton County",53.4,45,-1.0,54.4
IL-029,"Coles County",50.8,41,-1.1,51.9
IL-031,"Cook County",46.0,34,-1.5,47.5
IL-033,"Crawford County",52.2,41,-1.1,53.3
IL-035,"Cumberland County",51.5,41,-1.0,52.5
IL-037,"DeKalb County",44.5,19,-2.9,47.4
IL-039,"De Witt County",49.4,41,-1.2,50.6
IL-041,"Douglas County",50.2,40,-1.1,51.3
IL-043,"DuPage County",45.9,32,-1.7,47.6
IL-045,"Edgar County",50.2,39,-1.3,51.5
IL-047,"Edwards County",54.2,51,-0.6,54.8
IL-049,"Effingham County",51.5,36,-1.5,53
IL-051,"Fayette County",51.6,34,-1.7,53.3
IL-053,"Ford County",48.2,39,-1.4,49.6
IL-055,"Franklin County",54.6,51,-0.6,55.2
IL-057,"Fulton County",48.5,21,-3.0,51.5
IL-059,"Gallatin County",54.7,39,-1.4,56.1
IL-061,"Greene County",51.5,31,-2.1,53.6
IL-063,"Grundy County",46.7,27,-2.1,48.8
IL-065,"Hamilton County",54.7,54,-0.6,55.3
IL-067,"Hancock County",48.4,17,-3.4,51.8
IL-069,"Hardin County",54.8,38,-1.5,56.3
IL-071,"Henderson County",47.5,17,-3.3,50.8
IL-073,"Henry County",46.1,19,-3.1,49.2
IL-075,"Iroquois County",47.7,35,-1.7,49.4
IL-077,"Jackson County",54.8,53,-0.7,55.5
IL-079,"Jasper County",52.4,46,-0.9,53.3
IL-081,"Jefferson County",54.3,50,-0.5,54.8
IL-083,"Jersey County",52.9,44,-1.2,54.1
IL-085,"Jo Daviess County",43.4,17,-3.7,47.1
IL-087,"Johnson County",55.1,47,-0.9,56
IL-089,"Kane County",44.8,25,-2.5,47.3
IL-091,"Kankakee County",46.5,27,-2.3,48.8
IL-093,"Kendall County",45.8,22,-2.6,48.4
IL-095,"Knox County",46.2,15,-3.7,49.9
IL-097,"Lake County",44.6,34,-1.6,46.2
IL-099,"LaSalle County",46.2,22,-2.7,48.9
IL-101,"Lawrence County",52.7,36,-1.4,54.1
IL-103,"Lee County",45.0,17,-3.1,48.1
IL-105,"Livingston County",47.8,38,-1.6,49.4
IL-107,"Logan County",50.1,37,-1.5,51.6
IL-109,"McDonough County",47.6,14,-3.7,51.3
IL-111,"McHenry County",44.0,26,-2.4,46.4
IL-113,"McLean County",48.6,42,-1.2,49.8
IL-115,"Macon County",49.8,34,-1.6,51.4
IL-117,"Macoupin County",51.8,41,-1.3,53.1
IL-119,"Madison County",53.3,42,-1.1,54.4
IL-121,"Marion County",52.7,44,-1.3,54
IL-123,"Marshall County",47.8,28,-2.1,49.9
IL-125,"Mason County",50.2,31,-2.0,52.2
IL-127,"Massac County",56.3,52,-0.5,56.8
IL-129,"Menard County",50.2,30,-1.9,52.1
IL-131,"Mercer County",46.9,18,-3.1,50
IL-133,"Monroe County",55.1,54,-0.3,55.4
IL-135,"Montgomery County",51.6,40,-1.2,52.8
IL-137,"Morgan County",50.2,28,-2.2,52.4
IL-139,"Moultrie County",50.0,33,-1.7,51.7
IL-141,"Ogle County",45.0,25,-2.6,47.6
IL-143,"Peoria County",48.6,29,-1.9,50.5
IL-145,"Perry County",54.5,53,-0.4,54.9
IL-147,"Piatt County",49.5,38,-1.3,50.8
IL-149,"Pike County",50.3,25,-2.6,52.9
IL-151,"Pope County",55.2,45,-1.0,56.2
IL-153,"Pulaski County",56.2,51,-0.7,56.9
IL-155,"Putnam County",47.2,25,-2.6,49.8
IL-157,"Randolph County",54.4,46,-0.8,55.2
IL-159,"Richland County",53.1,44,-0.9,54
IL-161,"Rock Island County",46.9,24,-2.6,49.5
IL-163,"St. Clair County",54.7,52,-0.4,55.1
IL-165,"Saline County",54.3,36,-1.4,55.7
IL-167,"Sangamon County",50.4,33,-1.8,52.2
IL-169,"Schuyler County",48.8,19,-3.2,52
IL-171,"Scott County",50.2,22,-2.7,52.9
IL-173,"Shelby County",50.4,29,-2.0,52.4
IL-175,"Stark County",46.5,22,-3.1,49.6
IL-177,"Stephenson County",44.2,23,-2.7,46.9
IL-179,"Tazewell County",49.5,37,-1.4,50.9
IL-181,"Union County",55.2,49,-0.8,56
IL-183,"Vermilion County",49.0,38,-1.6,50.6
IL-185,"Wabash County",53.7,44,-1.0,54.7
IL-187,"Warren County",46.5,16,-3.6,50.1
IL-189,"Washington County",53.9,47,-0.8,54.7
IL-191,"Wayne County",54.4,55,-0.2,54.6
IL-193,"White County",55.0,50,-0.6,55.6
IL-195,"Whiteside County",46.0,25,-2.6,48.6
IL-197,"Will County",46.0,23,-2.5,48.5
IL-199,"Williamson County",54.4,46,-1.0,55.4
IL-201,"Winnebago County",45.0,29,-2.3,47.3
IL-203,"Woodford County",48.5,40,-1.3,49.8
IN-001,"Adams County",47.5,42,-0.9,48.4
IN-003,"Allen County",46.7,36,-1.5,48.2
IN-005,"Bartholomew County",51.5,44,-0.9,52.4
IN-007,"Benton County",47.9,40,-1.2,49.1
IN-009,"Blackford County",48.3,41,-1.0,49.3
IN-011,"Boone County",49.0,48,-0.4,49.4
IN-013,"Brown County",50.2,33,-1.6,51.8
IN-015,"Carroll County",47.9,35,-1.4,49.3
IN-017,"Cass County",46.9,27,-2.0,48.9
IN-019,"Clark County",53.6,52,-0.4,54
IN-021,"Clay County",51.7,55,0.0,51.7
IN-023,"Clinton County",48.4,42,-0.9,49.3
IN-025,"Crawford County",52.5,34,-1.6,54.1
IN-027,"Daviess County",53.0,53,-0.3,53.3
IN-029,"Dearborn County",51.5,45,-0.5,52
IN-031,"Decatur County",50.8,41,-1.0,51.8
IN-033,"DeKalb County",46.0,38,-1.4,47.4
IN-035,"Delaware County",49.6,55,-0.1,49.7
IN-037,"Dubois County",52.9,42,-1.1,54
IN-039,"Elkhart County",45.4,32,-1.5,46.9
IN-041,"Fayette County",49.4,38,-1.0,50.4
IN-043,"Floyd County",54.0,56,-0.3,54.3
IN-045,"Fountain County",48.8,36,-1.5,50.3
IN-047,"Franklin County",50.2,40,-1.0,51.2
IN-049,"Fulton County",45.9,27,-2.0,47.9
IN-051,"Gibson County",54.2,50,-0.7,54.9
IN-053,"Grant County",48.2,37,-1.3,49.5
IN-055,"Greene County",51.6,47,-0.6,52.2
IN-057,"Hamilton County",48.8,35,-1.2,50
IN-059,"Hancock County",49.6,41,-1.0,50.6
IN-061,"Harrison County",53.8,50,-0.6,54.4
IN-063,"Hendricks County",49.7,45,-0.6,50.3
IN-065,"Henry County",49.0,45,-0.6,49.6
IN-067,"Howard County",47.8,35,-1.6,49.4
IN-069,"Huntington County",46.9,28,-1.9,48.8
IN-071,"Jackson County",51.9,46,-1.0,52.9
IN-073,"Jasper County",46.4,27,-2.1,48.5
IN-075,"Jay County",47.9,42,-1.0,48.9
IN-077,"Jefferson County",52.9,53,-0.2,53.1
IN-079,"Jennings County",52.2,51,-0.6,52.8
IN-081,"Johnson County",50.4,41,-0.9,51.3
IN-083,"Knox County",52.8,41,-1.1,53.9
IN-085,"Kosciusko County",45.4,24,-2.2,47.6
IN-087,"LaGrange County",45.2,33,-1.7,46.9
IN-089,"Lake County",45.6,26,-2.2,47.8
IN-091,"LaPorte County",45.2,27,-2.0,47.2
IN-093,"Lawrence County",51.2,40,-1.4,52.6
IN-095,"Madison County",49.4,45,-0.6,50
IN-097,"Marion County",50.0,43,-0.8,50.8
IN-099,"Marshall County",45.4,31,-1.8,47.2
IN-101,"Martin County",52.4,51,-0.6,53
IN-103,"Miami County",47.1,29,-1.9,49
IN-105,"Monroe County",49.8,30,-1.9,51.7
IN-107,"Montgomery County",48.7,42,-1.1,49.8
IN-109,"Morgan County",50.0,35,-1.3,51.3
IN-111,"Newton County",46.8,29,-2.0,48.8
IN-113,"Noble County",45.4,30,-1.9,47.3
IN-115,"Ohio County",52.4,48,-0.3,52.7
IN-117,"Orange County",52.1,43,-1.2,53.3
IN-119,"Owen County",50.8,45,-0.7,51.5
IN-121,"Parke County",49.6,38,-1.5,51.1
IN-123,"Perry County",52.8,27,-2.2,55
IN-125,"Pike County",53.6,49,-0.6,54.2
IN-127,"Porter County",45.4,29,-2.0,47.4
IN-129,"Posey County",54.9,42,-1.1,56
IN-131,"Pulaski County",45.9,26,-2.2,48.1
IN-133,"Putnam County",49.7,41,-1.0,50.7
IN-135,"Randolph County",48.2,45,-0.7,48.9
IN-137,"Ripley County",51.3,48,-0.6,51.9
IN-139,"Rush County",49.9,42,-0.8,50.7
IN-141,"St. Joseph County",45.2,31,-1.7,46.9
IN-143,"Scott County",53.0,52,-0.3,53.3
IN-145,"Shelby County",50.8,45,-0.8,51.6
IN-147,"Spencer County",53.8,33,-1.6,55.4
IN-149,"Starke County",45.6,28,-2.0,47.6
IN-151,"Steuben County",44.7,33,-1.8,46.5
IN-153,"Sullivan County",52.3,48,-0.4,52.7
IN-155,"Switzerland County",53.0,54,-0.1,53.1
IN-157,"Tippecanoe County",48.7,43,-0.9,49.6
IN-159,"Tipton County",48.2,35,-1.3,49.5
IN-161,"Union County",49.1,34,-1.2,50.3
IN-163,"Vanderburgh County",54.9,45,-0.9,55.8
IN-165,"Vermillion County",49.7,37,-1.6,51.3
IN-167,"Vigo County",52.0,51,-0.1,52.1
IN-169,"Wabash County",47.0,30,-1.9,48.9
IN-171,"Warren County",48.6,39,-1.3,49.9
IN-173,"Warrick County",54.4,48,-0.8,55.2
IN-175,"Washington County",52.3,49,-0.7,53
IN-177,"Wayne County",48.3,35,-1.2,49.5
IN-179,"Wells County",47.5,39,-1.2,48.7
IN-181,"White County",47.4,36,-1.5,48.9
IN-183,"Whitley County",45.4,22,-2.6,48
IA-001,"Adair County",44.6,16,-4.3,48.9
IA-003,"Adams County",45.8,17,-3.6,49.4
IA-005,"Allamakee County",40.9,8,-5.2,46.1
IA-007,"Appanoose County",46.4,17,-3.9,50.3
IA-009,"Audubon County",44.2,18,-4.0,48.2
IA-011,"Benton County",42.8,8,-5.2,48
IA-013,"Black Hawk County",43.2,14,-4.2,47.4
IA-015,"Boone County",44.1,12,-4.4,48.5
IA-017,"Bremer County",41.5,10,-5.0,46.5
IA-019,"Buchanan County",41.9,10,-5.1,47
IA-021,"Buena Vista County",42.0,13,-4.6,46.6
IA-023,"Butler County",41.5,10,-5.2,46.7
IA-025,"Calhoun County",42.8,13,-4.8,47.6
IA-027,"Carroll County",44.0,18,-3.8,47.8
IA-029,"Cass County",45.5,18,-3.7,49.2
IA-031,"Cedar County",44.3,13,-4.5,48.8
IA-033,"Cerro Gordo County",40.8,11,-4.9,45.7
IA-035,"Cherokee County",42.6,15,-4.2,46.8
IA-037,"Chickasaw County",40.0,8,-5.6,45.6
IA-039,"Clarke County",45.7,14,-4.1,49.8
IA-041,"Clay County",41.6,17,-4.3,45.9
IA-043,"Clayton County",41.0,7,-5.7,46.7
IA-045,"Clinton County",45.8,22,-2.8,48.6
IA-047,"Crawford County",45.0,25,-2.9,47.9
IA-049,"Dallas County",45.2,13,-4.2,49.4
IA-051,"Davis County",46.9,19,-3.6,50.5
IA-053,"Decatur County",47.2,21,-2.9,50.1
IA-055,"Delaware County",41.7,10,-5.1,46.8
IA-057,"Des Moines County",47.3,17,-3.4,50.7
IA-059,"Dickinson County",40.3,12,-4.9,45.2
IA-061,"Dubuque County",42.1,8,-5.0,47.1
IA-063,"Emmet County",40.1,11,-5.2,45.3
IA-065,"Fayette County",40.4,7,-5.6,46
IA-067,"Floyd County",40.7,9,-5.4,46.1
IA-069,"Franklin County",41.3,10,-5.0,46.3
IA-071,"Fremont County",48.8,26,-2.6,51.4
IA-073,"Greene County",43.8,13,-4.5,48.3
IA-075,"Grundy County",42.5,10,-4.9,47.4
IA-077,"Guthrie County",44.3,14,-4.4,48.7
IA-079,"Hamilton County",42.3,11,-5.1,47.4
IA-081,"Hancock County",40.4,10,-5.4,45.8
IA-083,"Hardin County",42.2,9,-5.0,47.2
IA-085,"Harrison County",47.2,28,-2.3,49.5
IA-087,"Henry County",46.2,13,-4.4,50.6
IA-089,"Howard County",39.3,9,-5.3,44.6
IA-091,"Humboldt County",41.6,9,-5.5,47.1
IA-093,"Ida County",43.8,19,-3.6,47.4
IA-095,"Iowa County",43.8,8,-5.1,48.9
IA-097,"Jackson County",44.1,16,-3.8,47.9
IA-099,"Jasper County",44.6,10,-4.5,49.1
IA-101,"Jefferson County",45.7,10,-4.7,50.4
IA-103,"Johnson County",43.7,7,-5.4,49.1
IA-105,"Jones County",43.8,15,-3.9,47.7
IA-107,"Keokuk County",45.0,10,-4.6,49.6
IA-109,"Kossuth County",40.5,11,-5.4,45.9
IA-111,"Lee County",47.9,16,-3.7,51.6
IA-113,"Linn County",43.3,13,-4.5,47.8
IA-115,"Louisa County",47.0,20,-3.2,50.2
IA-117,"Lucas County",45.3,8,-4.7,50
IA-119,"Lyon County",41.5,14,-4.5,46
IA-121,"Madison County",45.2,13,-4.4,49.6
IA-123,"Mahaska County",45.5,15,-4.2,49.7
IA-125,"Marion County",45.1,8,-5.0,50.1
IA-127,"Marshall County",43.5,12,-4.7,48.2
IA-129,"Mills County",48.1,24,-2.7,50.8
IA-131,"Mitchell County",40.0,11,-5.2,45.2
IA-133,"Monona County",46.0,25,-2.8,48.8
IA-135,"Monroe County",45.9,13,-4.3,50.2
IA-137,"Montgomery County",46.9,20,-3.2,50.1
IA-139,"Muscatine County",46.1,19,-3.6,49.7
IA-141,"O'Brien County",41.8,16,-4.4,46.2
IA-143,"Osceola County",40.5,13,-4.9,45.4
IA-145,"Page County",47.8,21,-2.8,50.6
IA-147,"Palo Alto County",40.9,11,-5.1,46
IA-149,"Plymouth County",44.2,23,-3.1,47.3
IA-151,"Pocahontas County",41.4,8,-5.6,47
IA-153,"Polk County",45.5,12,-4.2,49.7
IA-155,"Pottawattamie County",47.3,25,-2.7,50
IA-157,"Poweshiek County",43.8,9,-4.9,48.7
IA-159,"Ringgold County",46.6,19,-3.1,49.7
IA-161,"Sac County",43.3,17,-4.0,47.3
IA-163,"Scott County",46.6,28,-2.4,49
IA-165,"Shelby County",45.4,21,-3.2,48.6
IA-167,"Sioux County",42.8,19,-3.9,46.7
IA-169,"Story County",44.2,13,-4.3,48.5
IA-171,"Tama County",43.0,11,-5.1,48.1
IA-173,"Taylor County",46.9,21,-2.9,49.8
IA-175,"Union County",45.3,17,-4.0,49.3
IA-177,"Van Buren County",46.5,11,-4.6,51.1
IA-179,"Wapello County",46.6,20,-3.7,50.3
IA-181,"Warren County",45.5,10,-4.7,50.2
IA-183,"Washington County",45.0,10,-4.7,49.7
IA-185,"Wayne County",46.2,15,-3.9,50.1
IA-187,"Webster County",42.4,12,-5.1,47.5
IA-189,"Winnebago County",39.7,10,-5.5,45.2
IA-191,"Winneshiek County",40.6,12,-4.5,45.1
IA-193,"Woodbury County",45.0,23,-3.1,48.1
IA-195,"Worth County",40.4,12,-4.7,45.1
IA-197,"Wright County",41.3,10,-5.3,46.6
KS-001,"Allen County",54.4,41,-1.4,55.8
KS-003,"Anderson County",54.0,42,-1.1,55.1
KS-005,"Atchison County",51.4,31,-1.7,53.1
KS-007,"Barber County",58.8,102,2.9,55.9
KS-009,"Barton County",54.3,77,0.9,53.4
KS-011,"Bourbon County",54.3,35,-1.6,55.9
KS-013,"Brown County",50.7,33,-1.6,52.3
KS-015,"Butler County",55.9,74,0.6,55.3
KS-017,"Chase County",54.5,68,0.1,54.4
KS-019,"Chautauqua County",57.0,59,-0.4,57.4
KS-021,"Cherokee County",56.9,64,-0.5,57.4
KS-023,"Cheyenne County",48.7,57,-0.5,49.2
KS-025,"Clark County",58.2,98,2.5,55.7
KS-027,"Clay County",53.9,74,0.6,53.3
KS-029,"Cloud County",53.8,76,1.1,52.7
KS-031,"Coffey County",54.7,64,-0.1,54.8
KS-033,"Comanche County",58.9,106,3.2,55.7
KS-035,"Cowley County",57.5,80,0.9,56.6
KS-037,"Crawford County",55.6,47,-0.9,56.5
KS-039,"Decatur County",50.6,63,0.2,50.4
KS-041,"Dickinson County",54.9,78,1.0,53.9
KS-043,"Doniphan County",50.4,23,-2.7,53.1
KS-045,"Douglas County",54.0,59,-0.4,54.4
KS-047,"Edwards County",56.0,95,2.1,53.9
KS-049,"Elk County",56.0,60,-0.3,56.3
KS-051,"Ellis County",53.9,81,1.4,52.5
KS-053,"Ellsworth County",54.5,75,0.8,53.7
KS-055,"Finney County",54.5,88,2.1,52.4
KS-057,"Ford County",56.0,94,2.2,53.8
KS-059,"Franklin County",54.0,54,-0.6,54.6
KS-061,"Geary County",53.9,67,0.2,53.7
KS-063,"Gove County",52.7,78,1.1,51.6
KS-065,"Graham County",52.5,73,0.7,51.8
KS-067,"Grant County",54.8,85,1.5,53.3
KS-069,"Gray County",55.2,91,2.0,53.2
KS-071,"Greeley County",51.3,75,1.0,50.3
KS-073,"Greenwood County",55.3,66,0.0,55.3
KS-075,"Hamilton County",53.6,87,1.4,52.2
KS-077,"Harper County",58.4,91,2.0,56.4
KS-079,"Harvey County",56.0,80,1.1,54.9
KS-081,"Haskell County",54.9,87,1.6,53.3
KS-083,"Hodgeman County",55.6,94,2.2,53.4
KS-085,"Jackson County",51.6,43,-1.2,52.8
KS-087,"Jefferson County",53.1,56,-0.5,53.6
KS-089,"Jewell County",52.5,76,0.9,51.6
KS-091,"Johnson County",54.0,60,-0.2,54.2
KS-093,"Kearny County",54.0,89,1.7,52.3
KS-095,"Kingman County",57.2,91,1.8,55.4
KS-097,"Kiowa County",57.2,101,2.6,54.6
KS-099,"Labette County",56.4,47,-1.2,57.6
KS-101,"Lane County",54.0,89,2.2,51.8
KS-103,"Leavenworth County",53.6,62,-0.3,53.9
KS-105,"Lincoln County",54.2,77,1.0,53.2
KS-107,"Linn County",54.3,45,-1.0,55.3
KS-109,"Logan County",51.7,71,0.8,50.9
KS-111,"Lyon County",55.1,75,0.9,54.2
KS-113,"McPherson County",54.8,74,0.7,54.1
KS-115,"Marion County",54.7,73,0.5,54.2
KS-117,"Marshall County",50.8,41,-1.4,52.2
KS-119,"Meade County",57.1,93,2.1,55
KS-121,"Miami County",53.9,57,-0.7,54.6
KS-123,"Mitchell County",53.4,75,0.8,52.6
KS-125,"Montgomery County",56.9,53,-0.8,57.7
KS-127,"Morris County",53.8,71,0.2,53.6
KS-129,"Morton County",55.5,90,1.8,53.7
KS-131,"Nemaha County",50.1,35,-1.8,51.9
KS-133,"Neosho County",55.6,48,-1.0,56.6
KS-135,"Ness County",54.4,84,1.6,52.8
KS-137,"Norton County",51.4,70,0.4,51
KS-139,"Osage County",54.2,66,0.2,54
KS-141,"Osborne County",53.3,73,0.8,52.5
KS-143,"Ottawa County",54.5,80,1.2,53.3
KS-145,"Pawnee County",54.8,81,1.2,53.6
KS-147,"Phillips County",51.8,58,0.1,51.7
KS-149,"Pottawatomie County",52.3,49,-0.8,53.1
KS-151,"Pratt County",57.1,100,2.4,54.7
KS-153,"Rawlins County",49.3,57,-0.4,49.7
KS-155,"Reno County",55.7,77,0.8,54.9
KS-157,"Republic County",52.7,74,1.0,51.7
KS-159,"Rice County",54.7,73,0.6,54.1
KS-161,"Riley County",53.4,64,0.0,53.4
KS-163,"Rooks County",53.0,75,0.7,52.3
KS-165,"Rush County",54.1,80,1.1,53
KS-167,"Russell County",54.6,84,1.6,53
KS-169,"Saline County",55.0,77,1.1,53.9
KS-171,"Scott County",53.4,87,1.9,51.5
KS-173,"Sedgwick County",57.0,83,1.3,55.7
KS-175,"Seward County",56.5,96,2.1,54.4
KS-177,"Shawnee County",53.9,67,0.0,53.9
KS-179,"Sheridan County",51.1,68,0.4,50.7
KS-181,"Sherman County",49.3,69,0.4,48.9
KS-183,"Smith County",52.0,67,0.2,51.8
KS-185,"Stafford County",54.8,75,0.8,54
KS-187,"Stanton County",54.7,91,1.6,53.1
KS-189,"Stevens County",55.9,94,2.0,53.9
KS-191,"Sumner County",58.2,88,1.6,56.6
KS-193,"Thomas County",49.6,57,-0.3,49.9
KS-195,"Trego County",53.1,77,0.9,52.2
KS-197,"Wabaunsee County",53.4,62,-0.2,53.6
KS-199,"Wallace County",50.7,71,0.9,49.8
KS-201,"Washington County",52.5,68,0.4,52.1
KS-203,"Wichita County",52.4,83,1.4,51
KS-205,"Wilson County",56.4,61,-0.4,56.8
KS-207,"Woodson County",55.0,51,-0.7,55.7
KS-209,"Wyandotte County",53.9,61,-0.2,54.1
KY-001,"Adair County",54.9,52,-0.4,55.3
KY-003,"Allen County",55.0,28,-2.1,57.1
KY-005,"Anderson County",54.0,58,0.0,54
KY-007,"Ballard County",56.8,55,-0.4,57.2
KY-009,"Barren County",54.9,33,-1.8,56.7
KY-011,"Bath County",53.1,50,-0.8,53.9
KY-013,"Bell County",52.8,29,-1.8,54.6
KY-015,"Boone County",52.2,46,-0.4,52.6
KY-017,"Bourbon County",52.9,54,-0.3,53.2
KY-019,"Boyd County",53.6,55,-0.1,53.7
KY-021,"Boyle County",54.0,58,-0.1,54.1
KY-023,"Bracken County",51.6,39,-1.2,52.8
KY-025,"Breathitt County",54.7,52,-0.5,55.2
KY-027,"Breckinridge County",53.7,36,-1.4,55.1
KY-029,"Bullitt County",54.8,53,-0.3,55.1
KY-031,"Butler County",56.0,51,-0.6,56.6
KY-033,"Caldwell County",55.9,41,-1.3,57.2
KY-035,"Calloway County",55.6,22,-2.4,58
KY-037,"Campbell County",51.8,41,-1.0,52.8
KY-039,"Carlisle County",57.0,49,-0.5,57.5
KY-041,"Carroll County",53.7,56,0.0,53.7
KY-043,"Carter County",52.7,50,-0.5,53.2
KY-045,"Casey County",54.2,56,-0.2,54.4
KY-047,"Christian County",56.4,45,-0.8,57.2
KY-049,"Clark County",53.5,54,-0.3,53.8
KY-051,"Clay County",54.6,51,-0.4,55
KY-053,"Clinton County",55.2,51,-0.5,55.7
KY-055,"Crittenden County",55.3,40,-1.5,56.8
KY-057,"Cumberland County",55.6,45,-0.7,56.3
KY-059,"Daviess County",54.7,37,-1.3,56
KY-061,"Edmonson County",55.4,42,-1.0,56.4
KY-063,"Elliott County",53.2,54,-0.3,53.5
KY-065,"Estill County",54.3,55,-0.6,54.9
KY-067,"Fayette County",53.5,64,0.2,53.3
KY-069,"Fleming County",52.2,42,-1.1,53.3
KY-071,"Floyd County",54.9,56,-0.4,55.3
KY-073,"Franklin County",53.9,57,0.0,53.9
KY-075,"Fulton County",57.3,43,-1.1,58.4
KY-077,"Gallatin County",53.2,54,-0.1,53.3
KY-079,"Garrard County",54.3,61,0.0,54.3
KY-081,"Grant County",52.6,52,-0.4,53
KY-083,"Graves County",56.4,41,-1.3,57.7
KY-085,"Grayson County",54.7,45,-0.8,55.5
KY-087,"Green County",54.9,43,-0.8,55.7
KY-089,"Greenup County",52.5,48,-0.6,53.1
KY-091,"Hancock County",53.4,27,-2.2,55.6
KY-093,"Hardin County",54.3,48,-0.7,55
KY-095,"Harlan County",52.7,51,-0.6,53.3
KY-097,"Harrison County",52.6,53,-0.5,53.1
KY-099,"Hart County",54.9,42,-1.0,55.9
KY-101,"Henderson County",55.0,36,-1.4,56.4
KY-103,"Henry County",53.6,55,-0.1,53.7
KY-105,"Hickman County",56.9,43,-1.0,57.9
KY-107,"Hopkins County",56.2,47,-0.8,57
KY-109,"Jackson County",54.0,58,-0.3,54.3
KY-111,"Jefferson County",54.6,53,-0.3,54.9
KY-113,"Jessamine County",54.1,64,0.2,53.9
KY-115,"Johnson County",54.1,54,-0.4,54.5
KY-117,"Kenton County",51.8,42,-0.8,52.6
KY-119,"Knott County",54.3,57,-0.4,54.7
KY-121,"Knox County",54.1,43,-1.1,55.2
KY-123,"Larue County",54.4,44,-0.8,55.2
KY-125,"Laurel County",54.4,53,-0.3,54.7
KY-127,"Lawrence County",53.9,54,-0.2,54.1
KY-129,"Lee County",54.6,53,-0.6,55.2
KY-131,"Leslie County",54.3,55,-0.4,54.7
KY-133,"Letcher County",53.6,55,-0.3,53.9
KY-135,"Lewis County",51.7,39,-1.2,52.9
KY-137,"Lincoln County",54.0,58,-0.1,54.1
KY-139,"Livingston County",55.9,43,-1.1,57
KY-141,"Logan County",55.9,39,-1.2,57.1
KY-143,"Lyon County",56.0,35,-1.5,57.5
KY-145,"McCracken County",57.0,56,-0.1,57.1
KY-147,"McCreary County",54.1,44,-0.9,55
KY-149,"McLean County",55.7,49,-0.8,56.5
KY-151,"Madison County",54.2,57,-0.3,54.5
KY-153,"Magoffin County",54.2,56,-0.4,54.6
KY-155,"Marion County",54.3,50,-0.6,54.9
KY-157,"Marshall County",56.1,32,-1.7,57.8
KY-159,"Martin County",54.8,56,-0.2,55
KY-161,"Mason County",51.4,34,-1.4,52.8
